Survived,Pclass,Fare,Sex_Numeric,Embarked_C,Embarked_S,"Fare_Category_(-0.001, 7.854]","Fare_Category_(41.579, 512.329]","Fare_Category_(7.854, 10.5]","Age_Category_(-0.08, 16.0]","Age_Category_(16.0, 32.0]",Pclass_1,Pclass_2,Pclass_3
1,1,78.2667,0,1,0,0,1,0,0,0,1,0,0
0,3,7.25,1,0,1,1,0,0,0,0,0,0,1
0,3,7.75,0,0,0,1,0,0,0,1,0,0,1
0,2,26,1,0,1,0,0,0,0,0,0,1,0
0,3,24.15,1,0,1,0,0,0,0,0,0,0,1
1,2,33,0,0,1,0,0,0,0,1,0,1,0
0,3,0,1,0,1,1,0,0,0,0,0,0,1
0,3,7.225,1,1,0,1,0,0,0,1,0,0,1
1,1,56.9292,1,1,0,0,1,0,0,0,1,0,0
1,2,27,0,0,1,0,0,0,0,1,0,1,0
0,3,7.8958,1,0,1,0,0,1,0,1,0,0,1
0,1,42.4,1,0,1,0,1,0,0,0,1,0,0
0,3,8.05,1,0,1,0,0,1,0,0,0,0,1
1,1,26.55,1,1,0,0,0,0,0,0,1,0,0
0,3,15.55,1,0,1,0,0,0,0,0,0,0,1
0,3,7.8958,1,0,1,0,0,1,0,1,0,0,1
1,1,30.5,1,0,1,0,0,0,0,1,1,0,0
1,2,41.5792,0,1,0,0,0,0,0,1,0,1,0
1,1,153.4625,0,0,1,0,1,0,0,0,1,0,0
0,3,31.275,0,0,1,0,0,0,0,0,0,0,1
0,3,7.05,1,0,1,1,0,0,0,1,0,0,1
1,3,15.5,0,0,0,0,0,0,0,1,0,0,1
0,3,7.75,1,0,0,1,0,0,0,1,0,0,1
0,3,8.05,1,0,1,0,0,1,0,0,0,0,1
1,2,65,0,0,1,0,1,0,0,1,0,1,0
0,3,14.4,1,0,1,0,0,0,0,0,0,0,1
0,3,16.1,0,0,1,0,0,0,0,1,0,0,1
1,2,39,0,0,1,0,0,0,1,0,0,1,0
0,2,10.5,1,0,1,0,0,1,0,1,0,1,0
0,3,14.4542,1,1,0,0,0,0,0,1,0,0,1
1,1,52.5542,1,0,1,0,1,0,0,0,1,0,0
1,3,15.7417,1,1,0,0,0,0,0,1,0,0,1
0,3,7.8542,1,0,1,1,0,0,0,1,0,0,1
0,3,16.1,1,0,1,0,0,0,0,1,0,0,1
0,1,32.3208,1,0,1,0,0,0,0,0,1,0,0
0,2,12.35,1,0,0,0,0,0,0,0,0,1,0
1,1,77.9583,0,0,1,0,1,0,0,1,1,0,0
0,3,7.8958,1,0,1,0,0,1,0,1,0,0,1
0,3,7.7333,1,0,0,1,0,0,0,1,0,0,1
1,1,30,1,0,1,0,0,0,0,0,1,0,0
0,3,7.0542,1,0,1,1,0,0,0,0,0,0,1
1,1,30.5,1,1,0,0,0,0,0,1,1,0,0
0,1,0,1,0,1,1,0,0,0,0,1,0,0
0,3,27.9,0,0,1,0,0,0,1,0,0,0,1
1,2,13,0,0,1,0,0,0,0,1,0,1,0
0,3,7.925,1,0,1,0,0,1,0,1,0,0,1
0,2,26.25,1,0,1,0,0,0,0,1,0,1,0
0,3,39.6875,0,0,1,0,0,0,0,0,0,0,1
0,3,16.1,1,0,1,0,0,0,0,1,0,0,1
0,3,7.8542,1,0,1,1,0,0,0,1,0,0,1
1,1,69.3,0,1,0,0,1,0,0,1,1,0,0
0,3,27.9,0,0,1,0,0,0,1,0,0,0,1
1,3,56.4958,1,0,1,0,1,0,0,1,0,0,1
1,3,19.2583,0,1,0,0,0,0,1,0,0,0,1
1,1,76.7292,1,1,0,0,1,0,0,0,1,0,0
0,3,7.8958,1,0,1,0,0,1,0,1,0,0,1
1,1,35.5,1,1,0,0,0,0,0,0,1,0,0
0,3,7.55,1,0,1,1,0,0,0,1,0,0,1
1,3,7.55,0,0,1,1,0,0,0,1,0,0,1
0,3,7.8958,1,0,1,0,0,1,0,1,0,0,1
1,2,23,0,0,1,0,0,0,0,1,0,1,0
0,3,8.4333,1,0,1,0,0,1,0,1,0,0,1
1,3,7.8292,0,0,0,1,0,0,0,1,0,0,1
0,3,6.75,0,0,0,1,0,0,0,1,0,0,1
0,2,73.5,1,0,1,0,1,0,0,1,0,1,0
0,3,7.8958,1,0,1,0,0,1,0,1,0,0,1
0,3,15.5,0,0,0,0,0,0,0,1,0,0,1
0,2,13,1,0,1,0,0,0,0,1,0,1,0
0,1,113.275,1,1,0,0,1,0,0,0,1,0,0
1,1,133.65,1,0,1,0,1,0,0,0,1,0,0
0,3,7.225,1,1,0,1,0,0,0,0,0,0,1
0,1,25.5875,1,0,1,0,0,0,0,0,1,0,0
0,3,7.4958,1,0,1,1,0,0,0,0,0,0,1
1,3,7.925,1,0,1,0,0,1,0,1,0,0,1
0,2,73.5,1,0,1,0,1,0,0,1,0,1,0
0,2,13,1,0,1,0,0,0,0,1,0,1,0
0,3,7.775,1,0,1,1,0,0,0,1,0,0,1
0,3,8.05,1,0,1,0,0,1,0,0,0,0,1
1,1,52,0,0,1,0,1,0,0,0,1,0,0
1,2,39,0,0,1,0,0,0,0,0,0,1,0
0,1,52,1,0,1,0,1,0,0,1,1,0,0
0,2,10.5,1,0,1,0,0,1,0,0,0,1,0
1,2,13,1,0,1,0,0,0,0,1,0,1,0
0,2,0,1,0,1,1,0,0,0,1,0,1,0
0,3,7.775,1,0,1,1,0,0,0,1,0,0,1
0,3,8.05,1,0,1,0,0,1,0,1,0,0,1
1,3,9.8417,0,0,1,0,0,1,0,1,0,0,1
0,3,46.9,0,0,1,0,1,0,0,0,0,0,1
1,1,512.3292,1,1,0,0,1,0,0,0,1,0,0
0,3,8.1375,0,0,0,0,0,1,0,1,0,0,1
1,1,76.7292,1,1,0,0,1,0,0,1,1,0,0
0,3,9.225,1,0,1,0,0,1,0,1,0,0,1
0,3,46.9,1,0,1,0,1,0,1,0,0,0,1
0,2,39,1,0,1,0,0,0,0,0,0,1,0
0,2,41.5792,1,1,0,0,0,0,0,1,0,1,0
0,3,39.6875,1,0,1,0,0,0,1,0,0,0,1
0,3,10.1708,1,0,1,0,0,1,0,1,0,0,1
0,3,7.7958,1,0,1,1,0,0,0,1,0,0,1
1,1,211.3375,0,0,1,0,1,0,1,0,1,0,0
1,1,57,1,0,1,0,1,0,0,1,1,0,0
1,3,13.4167,0,1,0,0,0,0,1,0,0,0,1
1,3,56.4958,1,0,1,0,1,0,0,1,0,0,1
0,3,7.225,1,1,0,1,0,0,0,1,0,0,1
0,1,26.55,1,0,1,0,0,0,0,0,1,0,0
0,2,13.5,1,0,1,0,0,0,0,0,0,1,0
0,3,8.05,1,0,1,0,0,1,0,0,0,0,1
1,3,7.7333,0,0,0,1,0,0,0,1,0,0,1
0,1,110.8833,1,1,0,0,1,0,0,0,1,0,0
0,3,7.65,1,0,1,1,0,0,0,0,0,0,1
1,1,227.525,0,1,0,0,1,0,0,1,1,0,0
1,1,26.2875,1,0,1,0,0,0,0,0,1,0,0
0,3,14.4542,0,1,0,0,0,0,0,1,0,0,1
0,3,7.7417,1,0,0,1,0,0,0,1,0,0,1
0,3,7.8542,1,0,1,1,0,0,0,1,0,0,1
0,2,26,1,0,1,0,0,0,0,0,0,1,0
1,2,13.5,0,0,1,0,0,0,0,0,0,1,0
1,1,26.2875,1,0,1,0,0,0,0,0,1,0,0
1,1,151.55,0,0,1,0,1,0,0,1,1,0,0
1,3,15.2458,1,1,0,0,0,0,0,1,0,0,1
1,1,49.5042,0,1,0,0,1,0,0,1,1,0,0
0,1,26.55,1,0,1,0,0,0,0,0,1,0,0
1,1,52,1,0,1,0,1,0,0,0,1,0,0
0,3,9.4833,1,0,1,0,0,1,0,1,0,0,1
0,2,13,1,0,1,0,0,0,0,0,0,1,0
0,3,7.65,1,0,1,1,0,0,0,1,0,0,1
1,1,227.525,0,1,0,0,1,0,0,0,1,0,0
1,2,10.5,0,0,1,0,0,1,0,1,0,1,0
0,3,15.5,1,0,0,0,0,0,0,1,0,0,1
0,3,7.775,1,0,1,1,0,0,0,0,0,0,1
1,2,33,0,0,1,0,0,0,1,0,0,1,0
0,3,7.0542,1,0,1,1,0,0,0,1,0,0,1
0,2,13,1,0,1,0,0,0,0,0,0,1,0
0,2,13,1,0,1,0,0,0,0,0,0,1,0
1,1,53.1,1,0,1,0,1,0,0,1,1,0,0
0,3,8.6625,1,0,1,0,0,1,0,1,0,0,1
1,2,21,0,0,1,0,0,0,0,1,0,1,0
1,3,7.7375,0,0,0,1,0,0,0,1,0,0,1
0,2,26,1,0,1,0,0,0,0,1,0,1,0
0,3,7.925,0,0,1,0,0,1,0,1,0,0,1
1,1,211.3375,0,0,1,0,1,0,0,1,1,0,0
0,3,18.7875,1,1,0,0,0,0,1,0,0,0,1
0,2,0,1,0,1,1,0,0,0,1,0,1,0
0,2,13,1,0,1,0,0,0,0,1,0,1,0
0,2,13,1,0,1,0,0,0,0,1,0,1,0
0,3,16.1,1,0,1,0,0,0,0,1,0,0,1
0,3,34.375,0,0,1,0,0,0,0,0,0,0,1
1,1,512.3292,1,1,0,0,1,0,0,0,1,0,0
0,3,7.8958,1,0,1,0,0,1,0,1,0,0,1
0,3,7.8958,1,0,1,0,0,1,0,1,0,0,1
1,1,30,1,0,1,0,0,0,0,0,1,0,0
0,1,78.85,1,0,1,0,1,0,0,0,1,0,0
1,1,262.375,0,1,0,0,1,0,0,1,1,0,0
0,3,16.1,1,0,1,0,0,0,0,1,0,0,1
1,3,7.925,1,0,1,0,0,1,0,1,0,0,1
0,1,71,1,0,1,0,1,0,0,0,1,0,0
0,3,20.25,1,0,1,0,0,0,1,0,0,0,1
1,2,13,0,0,1,0,0,0,0,1,0,1,0
0,1,53.1,1,0,1,0,1,0,0,1,1,0,0
0,3,7.75,1,0,0,1,0,0,0,1,0,0,1
1,2,23,0,0,1,0,0,0,1,0,0,1,0
1,3,12.475,1,0,1,0,0,0,1,0,0,0,1
0,3,9.5,1,0,1,0,0,1,0,0,0,0,1
0,3,7.8958,1,0,1,0,0,1,0,1,0,0,1
1,2,65,0,0,1,0,1,0,0,0,0,1,0
1,2,14.5,1,0,1,0,0,0,1,0,0,1,0
0,3,7.7958,1,0,1,1,0,0,0,1,0,0,1
0,2,11.5,1,0,1,0,0,0,0,1,0,1,0
0,3,8.05,1,0,1,0,0,1,0,0,0,0,1
1,1,86.5,0,0,1,0,1,0,0,0,1,0,0
0,3,14.5,1,0,1,0,0,0,0,1,0,0,1
0,3,7.125,1,0,1,1,0,0,0,0,0,0,1
1,3,7.2292,1,1,0,1,0,0,0,1,0,0,1
1,1,120,0,0,1,0,1,0,0,0,1,0,0
0,3,7.775,1,0,1,1,0,0,1,0,0,0,1
1,1,77.9583,0,0,1,0,1,0,0,0,1,0,0
0,1,39.6,1,1,0,0,0,0,0,0,1,0,0
0,3,7.75,0,0,0,1,0,0,0,1,0,0,1
0,3,24.15,1,0,0,0,0,0,0,1,0,0,1
0,3,8.3625,1,0,1,0,0,1,0,1,0,0,1
0,3,9.5,1,0,1,0,0,1,0,1,0,0,1
0,3,7.8542,1,0,1,1,0,0,0,0,0,0,1
0,2,10.5,0,0,1,0,0,1,0,0,0,1,0
0,3,7.225,1,1,0,1,0,0,0,1,0,0,1
1,2,23,0,0,1,0,0,0,0,0,0,1,0
0,3,7.75,1,0,1,1,0,0,0,1,0,0,1
0,3,7.75,1,0,0,1,0,0,0,1,0,0,1
1,3,12.475,0,0,1,0,0,0,1,0,0,0,1
0,3,7.7375,1,0,0,1,0,0,0,1,0,0,1
1,1,211.3375,0,0,1,0,1,0,0,0,1,0,0
1,3,7.2292,0,1,0,1,0,0,1,0,0,0,1
1,1,57,0,0,1,0,1,0,0,1,1,0,0
0,1,30,1,0,1,0,0,0,0,1,1,0,0
0,3,23.45,1,0,1,0,0,0,0,1,0,0,1
0,3,7.05,1,0,1,1,0,0,0,1,0,0,1
0,3,7.25,1,0,1,1,0,0,0,1,0,0,1
1,3,7.4958,0,0,1,1,0,0,0,1,0,0,1
0,3,29.125,1,0,0,0,0,0,1,0,0,0,1
1,3,20.575,1,0,1,0,0,0,1,0,0,0,1
0,1,79.2,1,1,0,0,1,0,0,0,1,0,0
0,3,7.75,1,0,0,1,0,0,0,1,0,0,1
0,2,26,1,0,1,0,0,0,1,0,0,1,0
0,3,69.55,0,0,1,0,1,0,0,1,0,0,1
0,1,30.6958,1,1,0,0,0,0,0,0,1,0,0
0,3,7.8958,1,0,1,0,0,1,0,1,0,0,1
0,2,13,1,0,1,0,0,0,0,0,0,1,0
1,1,25.9292,0,0,1,0,0,0,0,0,1,0,0
1,3,8.6833,0,0,1,0,0,1,0,1,0,0,1
0,3,7.2292,1,1,0,1,0,0,0,1,0,0,1
0,3,24.15,0,0,1,0,0,0,0,1,0,0,1
0,2,13,1,0,1,0,0,0,0,0,0,1,0
1,2,26.25,0,0,1,0,0,0,0,1,0,1,0
1,1,120,1,0,1,0,1,0,1,0,1,0,0
1,3,8.5167,1,1,0,0,0,1,1,0,0,0,1
1,3,6.975,1,0,1,1,0,0,0,1,0,0,1
0,3,7.775,1,0,1,1,0,0,0,1,0,0,1
0,1,0,1,0,1,1,0,0,0,0,1,0,0
0,3,7.775,0,0,1,1,0,0,0,1,0,0,1
0,2,13,1,0,1,0,0,0,0,0,0,1,0
1,1,53.1,0,0,1,0,1,0,0,0,1,0,0
0,3,7.8875,1,0,1,0,0,1,0,1,0,0,1
0,3,24.15,1,0,1,0,0,0,0,0,0,0,1
0,2,10.5,1,0,1,0,0,1,0,0,0,1,0
0,3,31.275,0,0,1,0,0,0,1,0,0,0,1
0,3,8.05,1,0,1,0,0,1,0,1,0,0,1
0,1,0,1,0,1,1,0,0,0,0,1,0,0
0,3,7.925,0,0,1,0,0,1,0,1,0,0,1
0,2,37.0042,1,1,0,0,0,0,0,1,0,1,0
0,3,6.45,1,0,1,1,0,0,0,0,0,0,1
0,3,27.9,1,0,1,0,0,0,1,0,0,0,1
1,1,93.5,0,0,1,0,1,0,0,0,1,0,0
1,3,8.6625,1,0,1,0,0,1,0,1,0,0,1
0,1,0,1,0,1,1,0,0,0,0,1,0,0
1,3,12.475,0,0,1,0,0,0,0,1,0,0,1
0,3,39.6875,1,0,1,0,0,0,1,0,0,0,1
0,3,6.95,1,0,0,1,0,0,0,1,0,0,1
0,3,56.4958,1,0,1,0,1,0,0,1,0,0,1
1,2,37.0042,1,1,0,0,0,0,1,0,0,1,0
1,3,7.75,1,0,0,1,0,0,0,1,0,0,1
1,1,80,0,0,1,0,1,0,0,0,1,0,0
1,3,14.4542,0,1,0,0,0,0,1,0,0,0,1
1,2,18.75,1,0,1,0,0,0,1,0,0,1,0
0,3,7.2292,1,1,0,1,0,0,0,1,0,0,1
0,3,7.8542,1,0,1,1,0,0,0,1,0,0,1
0,3,8.3,1,0,1,0,0,1,0,1,0,0,1
1,1,83.1583,0,1,0,0,1,0,0,0,1,0,0
0,3,8.6625,1,0,1,0,0,1,0,1,0,0,1
0,3,8.05,1,0,1,0,0,1,0,1,0,0,1
1,3,56.4958,1,0,1,0,1,0,0,1,0,0,1
1,1,29.7,1,1,0,0,0,0,0,0,1,0,0
0,3,7.925,1,0,1,0,0,1,0,1,0,0,1
0,2,10.5,1,0,1,0,0,1,1,0,0,1,0
1,1,31,0,1,0,0,0,0,0,1,1,0,0
0,3,6.4375,1,1,0,1,0,0,0,0,0,0,1
0,3,8.6625,1,0,1,0,0,1,0,1,0,0,1
0,3,7.55,1,0,1,1,0,0,0,0,0,0,1
0,3,69.55,1,0,1,0,1,0,0,1,0,0,1
0,3,7.8958,1,1,0,0,0,1,0,0,0,0,1
0,2,33,1,0,1,0,0,0,0,1,0,1,0
1,1,89.1042,0,1,0,0,1,0,0,0,1,0,0
0,3,31.275,1,0,1,0,0,0,1,0,0,0,1
0,3,7.775,1,0,1,1,0,0,0,0,0,0,1
0,3,15.2458,0,1,0,0,0,0,1,0,0,0,1
1,1,39.4,0,0,1,0,0,0,1,0,1,0,0
0,2,26,0,0,1,0,0,0,0,0,0,1,0
1,3,9.35,0,0,1,0,0,1,0,1,0,0,1
1,1,164.8667,0,0,1,0,1,0,0,0,1,0,0
1,1,26.55,1,0,1,0,0,0,0,0,1,0,0
1,3,19.2583,0,1,0,0,0,0,0,1,0,0,1
0,3,7.2292,1,1,0,1,0,0,0,1,0,0,1
0,3,14.1083,1,0,1,0,0,0,0,0,0,0,1
0,2,11.5,1,0,1,0,0,0,0,1,0,1,0
1,1,25.9292,0,0,1,0,0,0,0,0,1,0,0
0,3,69.55,0,0,1,0,1,0,0,1,0,0,1
0,2,13,1,0,1,0,0,0,0,1,0,1,0
1,2,13,0,0,1,0,0,0,0,0,0,1,0
1,2,13.8583,0,1,0,0,0,0,0,1,0,1,0
0,1,50.4958,1,0,1,0,1,0,0,1,1,0,0
0,3,9.5,1,0,1,0,0,1,0,1,0,0,1
1,3,11.1333,1,0,1,0,0,0,1,0,0,0,1
0,3,7.8958,1,0,1,0,0,1,0,1,0,0,1
1,1,52.5542,0,0,1,0,1,0,0,0,1,0,0
0,1,5,1,0,1,1,0,0,0,0,1,0,0
0,3,9,1,0,1,0,0,1,0,0,0,0,1
1,2,24,0,1,0,0,0,0,0,1,0,1,0
1,3,7.225,0,1,0,1,0,0,1,0,0,0,1
0,3,9.8458,1,0,1,0,0,1,0,1,0,0,1
0,3,7.8958,1,0,1,0,0,1,0,1,0,0,1
0,3,7.8958,1,0,1,0,0,1,0,1,0,0,1
1,1,83.1583,0,1,0,0,1,0,0,0,1,0,0
1,2,26,0,0,1,0,0,0,0,1,0,1,0
0,3,7.8958,1,0,1,0,0,1,0,0,0,0,1
0,3,10.5167,0,0,1,0,0,0,0,1,0,0,1
0,2,10.5,1,0,1,0,0,1,0,1,0,1,0
0,3,7.05,1,0,1,1,0,0,0,1,0,0,1
0,3,29.125,0,0,0,0,0,0,0,0,0,0,1
0,2,13,1,0,1,0,0,0,0,1,0,1,0
1,1,30,0,0,1,0,0,0,0,1,1,0,0
0,3,23.45,0,0,1,0,0,0,0,1,0,0,1
1,1,30,1,1,0,0,0,0,0,1,1,0,0
0,3,7.75,1,0,0,1,0,0,0,1,0,0,1